frame_number,detection_id,tracking_id,manual_timestamp,wall_time_iso,overlay_time,overlay_date,overlay_gps,overlay_accel_g,overlay_gyro_deg_s,overlay_ok,overlay_conf,overlay_ms,class,confidence,bbox_x,bbox_y,bbox_w,bbox_h,position,distance_m
362,4.0,20.0,16:52:14.100,2025-09-03T00:17:24.724464,,,,,,False,0.0,447.0,person,0.502,651.6,194.8,145.6,241.5,center,19.0
362,5.0,20.0,16:52:14.100,2025-09-03T00:17:24.724464,,,,,,False,0.0,447.0,person,0.458,649.8,154.3,194.9,244.0,center,18.8
362,6.0,20.0,16:52:14.100,2025-09-03T00:17:24.724464,,,,,,False,0.0,447.0,truck,0.381,651.3,143.6,221.6,219.5,center,43.1
363,1.0,21.0,16:52:14.200,2025-09-03T00:17:25.439818,,,,,,False,0.0,453.3,motorcycle,0.641,668.1,309.3,126.9,172.5,center,18.8
363,2.0,3.0,16:52:14.200,2025-09-03T00:17:25.439818,,,,,,False,0.0,453.3,truck,0.583,429.4,194.9,191.1,209.4,center,45.2
363,3.0,23.0,16:52:14.200,2025-09-03T00:17:25.439818,,,,,,False,0.0,453.3,car,0.721,907.1,253.6,92.3,58.5,right,69.3
363,4.0,22.0,16:52:14.200,2025-09-03T00:17:25.439818,,,,,,False,0.0,453.3,truck,0.479,645.3,139.9,221.4,199.3,center,47.5
363,5.0,20.0,16:52:14.200,2025-09-03T00:17:25.439818,,,,,,False,0.0,453.3,person,0.389,648.3,200.6,168.7,223.3,center,20.6
364,1.0,21.0,16:52:14.300,2025-09-03T00:17:26.184529,,,,,,False,0.0,457.1,motorcycle,0.637,667.3,307.7,124.9,168.0,center,19.3
364,2.0,3.0,16:52:14.300,2025-09-03T00:17:26.184529,,,,,,False,0.0,457.1,truck,0.587,433.3,193.6,190.3,204.2,center,46.3
364,3.0,22.0,16:52:14.300,2025-09-03T00:17:26.184529,,,,,,False,0.0,457.1,truck,0.501,667.5,113.4,266.6,233.4,center,40.5
364,4.0,20.0,16:52:14.300,2025-09-03T00:17:26.184529,,,,,,False,0.0,457.1,person,0.405,646.7,209.3,152.8,233.6,center,19.7
365,1.0,21.0,16:52:14.400,2025-09-03T00:17:26.918603,,,,,,False,0.0,481.3,motorcycle,0.636,662.2,293.2,122.2,177.1,center,18.3
365,2.0,20.0,16:52:14.400,2025-09-03T00:17:26.918603,,,,,,False,0.0,481.3,person,0.431,644.1,179.7,145.2,245.1,center,18.8
365,3.0,3.0,16:52:14.400,2025-09-03T00:17:26.918603,,,,,,False,0.0,481.3,truck,0.625,438.0,188.3,183.8,204.8,center,46.2
365,4.0,22.0,16:52:14.400,2025-09-03T00:17:26.918603,,,,,,False,0.0,481.3,person,0.502,709.8,86.5,275.3,246.4,center,18.7
365,5.0,22.0,16:52:14.400,2025-09-03T00:17:26.918603,,,,,,False,0.0,481.3,truck,0.5,722.6,71.5,278.6,261.5,right,36.2
366,1.0,3.0,16:52:14.500,2025-09-03T00:17:27.677023,,,,,,False,0.0,442.0,truck,0.621,433.8,189.5,191.6,203.5,center,46.5
366,2.0,22.0,16:52:14.500,2025-09-03T00:17:27.677023,,,,,,False,0.0,442.0,truck,0.535,726.4,59.9,311.8,298.3,right,31.7
366,3.0,20.0,16:52:14.500,2025-09-03T00:17:27.677023,,,,,,False,0.0,442.0,person,0.479,639.1,167.3,137.4,253.4,center,18.1
366,4.0,21.0,16:52:14.500,2025-09-03T00:17:27.677023,,,,,,False,0.0,442.0,motorcycle,0.63,662.1,303.6,112.9,161.6,center,20.1
366,5.0,22.0,16:52:14.500,2025-09-03T00:17:27.677023,,,,,,False,0.0,442.0,person,0.51,741.5,57.2,307.7,294.6,right,15.6
367,1.0,21.0,16:52:14.600,2025-09-03T00:17:28.394228,,,,,,False,0.0,441.6,motorcycle,0.638,650.8,296.9,116.5,160.5,center,20.2
367,2.0,22.0,16:52:14.600,2025-09-03T00:17:28.394228,,,,,,False,0.0,441.6,bus,0.527,716.0,44.5,377.9,319.4,right,27.1
367,3.0,20.0,16:52:14.600,2025-09-03T00:17:28.394228,,,,,,False,0.0,441.6,person,0.55,637.6,164.3,137.1,243.3,center,18.9
367,4.0,3.0,16:52:14.600,2025-09-03T00:17:28.394228,,,,,,False,0.0,441.6,truck,0.608,433.9,187.0,186.3,202.5,center,46.7
368,1.0,22.0,16:52:14.700,2025-09-03T00:17:29.103237,,,,,,False,0.0,444.6,bus,0.555,708.3,22.4,454.3,356.2,right,24.3
368,2.0,20.0,16:52:14.700,2025-09-03T00:17:29.103237,,,,,,False,0.0,444.6,person,0.576,628.1,166.2,144.7,243.8,center,18.9
368,3.0,3.0,16:52:14.700,2025-09-03T00:17:29.103237,,,,,,False,0.0,444.6,truck,0.596,429.8,189.8,181.2,193.7,center,48.8
368,4.0,21.0,16:52:14.700,2025-09-03T00:17:29.103237,,,,,,False,0.0,444.6,motorcycle,0.611,646.0,293.5,111.9,164.3,center,19.7
369,1.0,20.0,16:52:14.800,2025-09-03T00:17:29.819876,,,,,,False,0.0,418.9,person,0.632,618.9,164.0,133.7,241.1,center,19.1
369,2.0,3.0,16:52:14.800,2025-09-03T00:17:29.819876,,,,,,False,0.0,418.9,truck,0.605,423.6,185.7,176.9,189.0,center,50.1
369,3.0,21.0,16:52:14.800,2025-09-03T00:17:29.819876,,,,,,False,0.0,418.9,motorcycle,0.573,632.0,282.6,112.7,165.5,center,19.6
369,4.0,22.0,16:52:14.800,2025-09-03T00:17:29.819876,,,,,,False,0.0,418.9,bus,0.554,669.6,12.3,575.2,372.2,right,23.2
370,1.0,22.0,16:52:14.900,2025-09-03T00:17:30.515733,,,,,,False,0.0,444.2,bus,0.596,685.3,3.7,584.2,419.6,right,20.6
370,2.0,20.0,16:52:14.900,2025-09-03T00:17:30.515733,,,,,,False,0.0,444.2,person,0.644,608.5,164.0,129.7,237.5,center,19.4
370,3.0,3.0,16:52:14.900,2025-09-03T00:17:30.515733,,,,,,False,0.0,444.2,truck,0.614,423.9,182.4,167.9,191.1,center,49.5
370,4.0,21.0,16:52:14.900,2025-09-03T00:17:30.515733,,,,,,False,0.0,444.2,motorcycle,0.556,627.1,280.8,107.3,165.9,center,19.6
370,5.0,20.0,16:52:14.900,2025-09-03T00:17:30.515733,,,,,,False,0.0,444.2,person,0.605,598.3,210.2,78.1,193.8,center,23.7
371,1.0,22.0,16:52:15.000,2025-09-03T00:17:31.241589,,,,,,False,0.0,444.4,bus,0.675,706.8,1.1,570.0,452.1,right,19.1
371,2.0,20.0,16:52:15.000,2025-09-03T00:17:31.241589,,,,,,False,0.0,444.4,person,0.629,596.0,177.2,111.6,219.8,center,20.9
371,3.0,21.0,16:52:15.000,2025-09-03T00:17:31.241589,,,,,,False,0.0,444.4,motorcycle,0.574,625.6,283.7,102.9,159.0,center,20.4
371,4.0,3.0,16:52:15.000,2025-09-03T00:17:31.241589,,,,,,False,0.0,444.4,truck,0.605,423.3,181.4,164.5,192.4,center,49.2
371,5.0,20.0,16:52:15.000,2025-09-03T00:17:31.241589,,,,,,False,0.0,444.4,person,0.583,589.7,190.3,83.2,210.1,center,21.9
372,1.0,22.0,16:52:15.100,2025-09-03T00:17:31.957919,,,,,,False,0.0,456.7,bus,0.714,725.1,3.8,551.8,487.0,right,17.8
372,2.0,20.0,16:52:15.100,2025-09-03T00:17:31.957919,,,,,,False,0.0,456.7,person,0.597,586.4,175.4,115.3,221.9,center,20.7
372,3.0,21.0,16:52:15.100,2025-09-03T00:17:31.957919,,,,,,False,0.0,456.7,motorcycle,0.575,612.6,282.5,106.5,158.3,center,20.5
372,4.0,3.0,16:52:15.100,2025-09-03T00:17:31.957919,,,,,,False,0.0,456.7,truck,0.606,418.9,183.9,166.2,187.9,center,50.4
372,5.0,20.0,16:52:15.100,2025-09-03T00:17:31.957919,,,,,,False,0.0,456.7,motorcycle,0.519,586.8,177.9,125.6,233.9,center,13.9
373,1.0,22.0,16:52:15.200,2025-09-03T00:17:32.689428,,,,,,False,0.0,448.2,bus,0.772,751.6,10.2,526.7,515.7,right,16.8
373,2.0,20.0,16:52:15.200,2025-09-03T00:17:32.689428,,,,,,False,0.0,448.2,person,0.591,582.7,172.4,125.9,229.1,center,20.1
373,3.0,3.0,16:52:15.200,2025-09-03T00:17:32.689428,,,,,,False,0.0,448.2,truck,0.63,413.4,184.7,166.1,185.2,center,51.1
373,4.0,21.0,16:52:15.200,2025-09-03T00:17:32.689428,,,,,,False,0.0,448.2,motorcycle,0.589,605.9,282.2,102.6,158.8,center,20.4
373,5.0,20.0,16:52:15.200,2025-09-03T00:17:32.689428,,,,,,False,0.0,448.2,person,0.5,575.2,197.3,80.5,204.5,center,22.5
374,1.0,22.0,16:52:15.300,2025-09-03T00:17:33.412837,,,,,,False,0.0,452.5,bus,0.835,770.1,7.3,503.8,511.7,right,16.9
374,2.0,21.0,16:52:15.300,2025-09-03T00:17:33.412837,,,,,,False,0.0,452.5,motorcycle,0.63,603.9,309.3,95.9,143.5,center,22.6
374,3.0,20.0,16:52:15.300,2025-09-03T00:17:33.412837,,,,,,False,0.0,452.5,person,0.548,577.9,191.5,108.8,215.4,center,21.3
374,4.0,3.0,16:52:15.300,2025-09-03T00:17:33.412837,,,,,,False,0.0,452.5,truck,0.588,413.8,199.6,161.8,187.2,center,50.6
374,5.0,3.0,16:52:15.300,2025-09-03T00:17:33.412837,,,,,,False,0.0,452.5,bus,0.531,408.3,202.7,168.9,184.2,center,47.0
375,1.0,22.0,16:52:15.400,2025-09-03T00:17:34.144897,,,,,,False,0.0,477.6,bus,0.854,804.3,6.4,469.6,500.7,right,17.3
375,2.0,20.0,16:52:15.400,2025-09-03T00:17:34.144897,,,,,,False,0.0,477.6,person,0.552,581.5,175.0,118.8,221.4,center,20.8
375,3.0,21.0,16:52:15.400,2025-09-03T00:17:34.144897,,,,,,False,0.0,477.6,motorcycle,0.654,605.4,289.5,93.9,149.5,center,21.7
375,4.0,3.0,16:52:15.400,2025-09-03T00:17:34.144897,,,,,,False,0.0,477.6,truck,0.537,414.4,188.9,163.4,182.7,center,51.8
375,5.0,20.0,16:52:15.400,2025-09-03T00:17:34.144897,,,,,,False,0.0,477.6,motorcycle,0.548,583.2,175.7,121.7,228.8,center,14.2
375,6.0,20.0,16:52:15.400,2025-09-03T00:17:34.144897,,,,,,False,0.0,477.6,person,0.46,576.1,196.9,78.5,197.4,center,23.3
376,1.0,22.0,16:52:15.500,2025-09-03T00:17:34.893920,,,,,,False,0.0,441.0,bus,0.838,853.1,13.1,419.5,509.3,right,17.0
376,2.0,20.0,16:52:15.500,2025-09-03T00:17:34.893920,,,,,,False,0.0,441.0,person,0.539,578.1,183.0,111.8,208.3,center,22.1
376,3.0,21.0,16:52:15.500,2025-09-03T00:17:34.893920,,,,,,False,0.0,441.0,motorcycle,0.658,590.4,277.3,108.7,159.6,center,20.3
376,4.0,3.0,16:52:15.500,2025-09-03T00:17:34.893920,,,,,,False,0.0,441.0,truck,0.508,412.0,189.0,163.1,177.3,center,53.4
376,5.0,3.0,16:52:15.500,2025-09-03T00:17:34.893920,,,,,,False,0.0,441.0,car,0.465,417.6,259.7,156.7,109.9,center,36.9
377,1.0,20.0,16:52:15.600,2025-09-03T00:17:35.622612,,,,,,False,0.0,444.3,person,0.561,553.5,178.1,122.4,218.6,center,21.0
377,2.0,21.0,16:52:15.600,2025-09-03T00:17:35.622612,,,,,,False,0.0,444.3,motorcycle,0.655,576.8,279.2,98.4,153.6,center,21.1
377,3.0,22.0,16:52:15.600,2025-09-03T00:17:35.622612,,,,,,False,0.0,444.3,bus,0.784,887.3,12.3,389.7,523.1,right,16.5
377,4.0,3.0,16:52:15.600,2025-09-03T00:17:35.622612,,,,,,False,0.0,444.3,truck,0.479,394.8,208.8,159.7,156.2,center,60.6
377,5.0,22.0,16:52:15.600,2025-09-03T00:17:35.622612,,,,,,False,0.0,444.3,truck,0.684,898.3,22.6,380.8,525.8,right,18.0
378,1.0,20.0,16:52:15.700,2025-09-03T00:17:36.348159,,,,,,False,0.0,441.5,person,0.545,544.1,175.2,122.1,214.7,center,21.4
378,2.0,21.0,16:52:15.700,2025-09-03T00:17:36.348159,,,,,,False,0.0,441.5,motorcycle,0.664,567.8,283.3,88.3,142.7,center,22.7
378,3.0,22.0,16:52:15.700,2025-09-03T00:17:36.348159,,,,,,False,0.0,441.5,truck,0.637,964.6,22.2,313.7,473.4,right,20.0
378,4.0,3.0,16:52:15.700,2025-09-03T00:17:36.348159,,,,,,False,0.0,441.5,truck,0.511,381.6,192.8,161.3,171.5,center,55.2
379,1.0,23.0,16:52:15.800,2025-09-03T00:17:37.063678,,,,,,False,0.0,437.4,car,0.735,933.6,236.4,155.1,77.7,right,52.2
379,2.0,20.0,16:52:15.800,2025-09-03T00:17:37.063678,,,,,,False,0.0,437.4,person,0.622,533.5,184.2,112.2,214.9,center,21.4
379,3.0,21.0,16:52:15.800,2025-09-03T00:17:37.063678,,,,,,False,0.0,437.4,motorcycle,0.654,554.0,288.7,92.3,147.1,center,22.1
379,4.0,22.0,16:52:15.800,2025-09-03T00:17:37.063678,,,,,,False,0.0,437.4,truck,0.56,1072.0,13.0,206.8,459.1,right,20.6
379,5.0,3.0,16:52:15.800,2025-09-03T00:17:37.063678,,,,,,False,0.0,437.4,truck,0.462,379.8,194.4,156.9,173.2,center,54.6
380,1.0,23.0,16:52:15.900,2025-09-03T00:17:37.772380,,,,,,False,0.0,442.5,car,0.743,947.2,235.4,180.2,80.7,right,50.2
380,2.0,20.0,16:52:15.900,2025-09-03T00:17:37.772380,,,,,,False,0.0,442.5,person,0.703,527.6,195.3,110.0,214.3,center,21.5
380,3.0,21.0,16:52:15.900,2025-09-03T00:17:37.772380,,,,,,False,0.0,442.5,motorcycle,0.64,538.6,293.1,98.4,147.7,center,22.0
380,4.0,3.0,16:52:15.900,2025-09-03T00:17:37.772380,,,,,,False,0.0,442.5,truck,0.442,373.6,202.5,162.6,162.6,center,58.2
381,1.0,23.0,16:52:16.000,2025-09-03T00:17:38.489922,,,,,,False,0.0,445.3,car,0.74,953.4,236.5,198.3,84.4,right,48.0
381,2.0,20.0,16:52:16.000,2025-09-03T00:17:38.489922,,,,,,False,0.0,445.3,person,0.707,520.2,199.3,115.6,214.1,center,21.5
381,3.0,21.0,16:52:16.000,2025-09-03T00:17:38.489922,,,,,,False,0.0,445.3,motorcycle,0.641,531.9,290.9,100.2,152.1,center,21.3
381,4.0,3.0,16:52:16.000,2025-09-03T00:17:38.489922,,,,,,False,0.0,445.3,truck,0.422,373.9,205.0,160.1,162.9,center,58.1
382,1.0,23.0,16:52:16.100,2025-09-03T00:17:39.209988,,,,,,False,0.0,438.5,car,0.746,967.1,238.3,207.9,89.7,right,45.2
382,2.0,20.0,16:52:16.100,2025-09-03T00:17:39.209988,,,,,,False,0.0,438.5,person,0.722,520.0,206.8,114.5,209.8,center,21.9
382,3.0,21.0,16:52:16.100,2025-09-03T00:17:39.209988,,,,,,False,0.0,438.5,motorcycle,0.635,532.7,315.5,97.3,134.5,center,24.1
382,4.0,20.0,16:52:16.100,2025-09-03T00:17:39.209988,,,,,,False,0.0,438.5,motorcycle,0.667,521.4,232.1,110.6,201.5,center,16.1
383,1.0,23.0,16:52:16.200,2025-09-03T00:17:39.920543,,,,,,False,0.0,441.7,car,0.792,972.6,226.2,212.2,94.8,right,42.8
383,2.0,20.0,16:52:16.200,2025-09-03T00:17:39.920543,,,,,,False,0.0,441.7,person,0.657,509.2,211.0,116.5,201.9,center,22.8
383,3.0,21.0,16:52:16.200,2025-09-03T00:17:39.920543,,,,,,False,0.0,441.7,motorcycle,0.631,523.8,299.7,97.1,140.5,center,23.1
383,4.0,20.0,16:52:16.200,2025-09-03T00:17:39.920543,,,,,,False,0.0,441.7,person,0.577,502.1,228.5,72.0,180.3,center,25.5
384,1.0,23.0,16:52:16.300,2025-09-03T00:17:40.633693,,,,,,False,0.0,445.5,car,0.793,978.5,212.1,219.0,96.3,right,42.1
384,2.0,21.0,16:52:16.300,2025-09-03T00:17:40.633693,,,,,,False,0.0,445.5,motorcycle,0.641,511.3,285.9,95.6,133.8,center,24.2
384,3.0,20.0,16:52:16.300,2025-09-03T00:17:40.633693,,,,,,False,0.0,445.5,person,0.531,497.1,199.5,100.0,196.9,center,23.3
385,1.0,23.0,16:52:16.400,2025-09-03T00:17:41.364514,,,,,,False,0.0,436.1,car,0.798,983.7,207.1,226.0,99.6,right,40.7
385,2.0,21.0,16:52:16.400,2025-09-03T00:17:41.364514,,,,,,False,0.0,436.1,motorcycle,0.656,508.3,290.9,93.1,125.6,center,25.8
385,3.0,20.0,16:52:16.400,2025-09-03T00:17:41.364514,,,,,,False,0.0,436.1,person,0.498,498.4,197.7,97.9,192.8,center,23.8
386,1.0,23.0,16:52:16.500,2025-09-03T00:17:42.081587,,,,,,False,0.0,460.1,car,0.803,991.6,207.7,239.3,102.7,right,39.5
386,2.0,21.0,16:52:16.500,2025-09-03T00:17:42.081587,,,,,,False,0.0,460.1,motorcycle,0.665,508.1,292.4,93.0,125.2,center,25.9
386,3.0,20.0,16:52:16.500,2025-09-03T00:17:42.081587,,,,,,False,0.0,460.1,person,0.549,500.2,189.5,100.1,197.8,center,23.2
387,1.0,23.0,16:52:16.600,2025-09-03T00:17:42.807771,,,,,,False,0.0,450.4,car,0.814,995.4,207.9,258.7,106.4,right,38.1
387,2.0,20.0,16:52:16.600,2025-09-03T00:17:42.807771,,,,,,False,0.0,450.4,person,0.547,488.9,189.9,100.7,202.1,center,22.7
387,3.0,21.0,16:52:16.600,2025-09-03T00:17:42.807771,,,,,,False,0.0,450.4,motorcycle,0.652,494.7,276.7,99.3,141.8,center,22.9
388,1.0,23.0,16:52:16.700,2025-09-03T00:17:43.528817,,,,,,False,0.0,442.5,car,0.821,1007.7,219.9,254.7,108.9,right,37.2
388,2.0,21.0,16:52:16.700,2025-09-03T00:17:43.528817,,,,,,False,0.0,442.5,motorcycle,0.651,487.9,296.5,99.1,137.8,center,23.6
388,3.0,20.0,16:52:16.700,2025-09-03T00:17:43.528817,,,,,,False,0.0,442.5,person,0.589,486.9,201.2,99.5,198.5,center,23.2
389,1.0,23.0,16:52:16.800,2025-09-03T00:17:44.251085,,,,,,False,0.0,432.8,car,0.825,1019.8,219.3,253.5,108.3,right,37.5
389,2.0,21.0,16:52:16.800,2025-09-03T00:17:44.251085,,,,,,False,0.0,432.8,motorcycle,0.648,485.2,296.9,99.0,140.0,center,23.2
389,3.0,20.0,16:52:16.800,2025-09-03T00:17:44.251085,,,,,,False,0.0,432.8,person,0.596,484.2,206.6,100.6,186.3,center,24.7
390,1.0,23.0,16:52:16.900,2025-09-03T00:17:44.959344,,,,,,False,0.0,444.0,car,0.82,1033.2,220.5,244.1,110.2,right,36.8
390,2.0,21.0,16:52:16.900,2025-09-03T00:17:44.959344,,,,,,False,0.0,444.0,motorcycle,0.633,482.3,294.9,96.2,141.4,center,22.9
390,3.0,20.0,16:52:16.900,2025-09-03T00:17:44.959344,,,,,,False,0.0,444.0,person,0.603,480.5,202.0,99.5,197.3,center,23.3
390,4.0,24.0,16:52:16.900,2025-09-03T00:17:44.959344,,,,,,False,0.0,444.0,car,0.529,3.0,273.0,225.0,108.0,left,37.6
391,1.0,23.0,16:52:17.000,2025-09-03T00:17:45.679294,,,,,,False,0.0,445.5,car,0.819,1050.6,218.0,227.9,115.7,right,35.1
391,2.0,20.0,16:52:17.000,2025-09-03T00:17:45.679294,,,,,,False,0.0,445.5,person,0.593,477.4,199.2,103.3,202.0,center,22.8
391,3.0,21.0,16:52:17.000,2025-09-03T00:17:45.679294,,,,,,False,0.0,445.5,motorcycle,0.619,480.7,293.6,94.7,139.7,center,23.2
391,4.0,24.0,16:52:17.000,2025-09-03T00:17:45.679294,,,,,,False,0.0,445.5,car,0.536,0.9,272.3,237.6,108.0,left,37.6
392,1.0,23.0,16:52:17.100,2025-09-03T00:17:46.401483,,,,,,False,0.0,436.9,car,0.815,1065.6,217.3,214.0,116.6,right,34.8
392,2.0,20.0,16:52:17.100,2025-09-03T00:17:46.401483,,,,,,False,0.0,436.9,person,0.6,479.2,205.4,103.8,201.3,center,22.8
392,3.0,21.0,16:52:17.100,2025-09-03T00:17:46.401483,,,,,,False,0.0,436.9,motorcycle,0.635,479.5,293.2,97.7,142.7,center,22.7
392,4.0,24.0,16:52:17.100,2025-09-03T00:17:46.401483,,,,,,False,0.0,436.9,car,0.504,3.1,274.2,229.5,106.6,left,38.0
393,1.0,23.0,16:52:17.200,2025-09-03T00:17:47.110867,,,,,,False,0.0,465.0,car,0.81,1090.4,212.9,189.5,117.6,right,34.5
393,2.0,21.0,16:52:17.200,2025-09-03T00:17:47.110867,,,,,,False,0.0,465.0,motorcycle,0.638,478.5,296.6,99.3,137.3,center,23.6
393,3.0,24.0,16:52:17.200,2025-09-03T00:17:47.110867,,,,,,False,0.0,465.0,car,0.48,3.7,274.1,239.6,108.3,left,37.5
393,4.0,20.0,16:52:17.200,2025-09-03T00:17:47.110867,,,,,,False,0.0,465.0,person,0.567,479.8,206.5,103.9,194.1,center,23.7
394,1.0,23.0,16:52:17.300,2025-09-03T00:17:47.851997,,,,,,False,0.0,448.3,car,0.814,1113.2,212.3,166.0,117.2,right,34.6
394,2.0,21.0,16:52:17.300,2025-09-03T00:17:47.851997,,,,,,False,0.0,448.3,motorcycle,0.632,482.3,303.9,97.0,131.5,center,24.7
394,3.0,24.0,16:52:17.300,2025-09-03T00:17:47.851997,,,,,,False,0.0,448.3,car,0.451,3.2,276.8,202.8,110.2,left,36.8
394,4.0,24.0,16:52:17.300,2025-09-03T00:17:47.851997,,,,,,False,0.0,448.3,car,0.408,90.6,279.7,141.3,64.6,left,62.8
395,1.0,23.0,16:52:17.400,2025-09-03T00:17:48.579399,,,,,,False,0.0,446.4,car,0.824,1136.2,210.7,143.6,121.3,right,33.5
395,2.0,21.0,16:52:17.400,2025-09-03T00:17:48.579399,,,,,,False,0.0,446.4,motorcycle,0.62,482.8,304.7,97.0,130.4,center,24.9
396,1.0,23.0,16:52:17.500,2025-09-03T00:17:49.301964,,,,,,False,0.0,445.8,car,0.822,1159.1,202.5,120.8,123.9,right,32.7
396,2.0,21.0,16:52:17.500,2025-09-03T00:17:49.301964,,,,,,False,0.0,445.8,motorcycle,0.606,485.7,309.8,92.8,118.2,center,27.4
396,3.0,21.0,16:52:17.500,2025-09-03T00:17:49.301964,,,,,,False,0.0,445.8,person,0.556,479.6,236.4,100.6,172.7,center,26.6
397,1.0,23.0,16:52:17.600,2025-09-03T00:17:50.022818,,,,,,False,0.0,443.3,car,0.817,1185.6,208.5,93.6,117.7,right,34.5
397,2.0,21.0,16:52:17.600,2025-09-03T00:17:50.022818,,,,,,False,0.0,443.3,motorcycle,0.555,479.9,284.4,100.9,138.6,center,23.4
397,3.0,21.0,16:52:17.600,2025-09-03T00:17:50.022818,,,,,,False,0.0,443.3,person,0.51,477.2,234.4,112.2,170.4,center,27.0
398,1.0,21.0,16:52:17.700,2025-09-03T00:17:50.741473,,,,,,False,0.0,447.4,motorcycle,0.527,481.2,278.9,99.5,139.3,center,23.3
398,2.0,21.0,16:52:17.700,2025-09-03T00:17:50.741473,,,,,,False,0.0,447.4,person,0.482,481.8,227.2,99.1,171.3,center,26.8
399,1.0,21.0,16:52:17.800,2025-09-03T00:17:51.459288,,,,,,False,0.0,444.3,motorcycle,0.514,483.3,270.5,95.5,136.8,center,23.7
400,1.0,21.0,16:52:17.900,2025-09-03T00:17:52.181442,,,,,,False,0.0,453.2,person,0.477,492.2,225.3,98.0,168.4,center,27.3
400,2.0,21.0,16:52:17.900,2025-09-03T00:17:52.181442,,,,,,False,0.0,453.2,motorcycle,0.483,500.5,277.6,90.3,131.7,center,24.6
401,1.0,25.0,16:52:18.000,2025-09-03T00:17:52.910251,,,,,,False,0.0,443.8,car,0.63,597.0,241.0,98.0,82.0,center,49.5
401,2.0,21.0,16:52:18.000,2025-09-03T00:17:52.910251,,,,,,False,0.0,443.8,motorcycle,0.46,514.8,292.6,88.0,117.9,center,27.5
401,3.0,3.0,16:52:18.000,2025-09-03T00:17:52.910251,,,,,,False,0.0,443.8,bus,0.425,345.3,195.2,178.2,166.5,center,52.0
401,4.0,21.0,16:52:18.000,2025-09-03T00:17:52.910251,,,,,,False,0.0,443.8,person,0.482,512.2,227.1,97.1,167.0,center,27.5
402,1.0,25.0,16:52:18.100,2025-09-03T00:17:53.619341,,,,,,False,0.0,439.9,car,0.611,607.5,232.6,113.4,93.2,center,43.5
402,2.0,21.0,16:52:18.100,2025-09-03T00:17:53.619341,,,,,,False,0.0,439.9,motorcycle,0.465,532.3,273.9,88.6,132.0,center,24.6
402,3.0,3.0,16:52:18.100,2025-09-03T00:17:53.619341,,,,,,False,0.0,439.9,truck,0.391,361.9,190.9,164.1,168.9,center,56.0
402,4.0,21.0,16:52:18.100,2025-09-03T00:17:53.619341,,,,,,False,0.0,439.9,person,0.438,530.7,225.0,100.8,169.8,center,27.1
403,1.0,25.0,16:52:18.200,2025-09-03T00:17:54.336146,,,,,,False,0.0,436.3,car,0.611,630.2,235.0,127.1,109.2,center,37.2
403,2.0,21.0,16:52:18.200,2025-09-03T00:17:54.336146,,,,,,False,0.0,436.3,motorcycle,0.469,556.1,283.8,89.7,131.4,center,24.7
403,3.0,21.0,16:52:18.200,2025-09-03T00:17:54.336146,,,,,,False,0.0,436.3,person,0.445,558.1,267.1,95.5,154.2,center,29.8
403,4.0,3.0,16:52:18.200,2025-09-03T00:17:54.336146,,,,,,False,0.0,436.3,bus,0.391,367.6,198.7,171.0,157.8,center,54.8
403,5.0,3.0,16:52:18.200,2025-09-03T00:17:54.336146,,,,,,False,0.0,436.3,truck,0.394,369.3,203.1,172.4,157.9,center,59.9
404,1.0,25.0,16:52:18.300,2025-09-03T00:17:55.043395,,,,,,False,0.0,449.4,car,0.619,654.6,238.5,149.4,116.7,center,34.7
404,2.0,24.0,16:52:18.300,2025-09-03T00:17:55.043395,,,,,,False,0.0,449.4,car,0.424,27.2,278.5,134.8,112.5,left,36.1
404,3.0,3.0,16:52:18.300,2025-09-03T00:17:55.043395,,,,,,False,0.0,449.4,bus,0.437,380.3,202.3,173.5,172.7,center,50.1
405,1.0,25.0,16:52:18.400,2025-09-03T00:17:55.773430,,,,,,False,0.0,445.8,car,0.641,673.8,236.7,176.4,129.5,center,31.3
405,2.0,27.0,16:52:18.400,2025-09-03T00:17:55.773430,,,,,,False,0.0,445.8,car,0.677,130.0,279.0,253.0,94.0,left,43.1
405,3.0,3.0,16:52:18.400,2025-09-03T00:17:55.773430,,,,,,False,0.0,445.8,bus,0.446,405.3,204.9,159.9,163.1,center,53.1
405,4.0,26.0,16:52:18.400,2025-09-03T00:17:55.773430,,,,,,False,0.0,445.8,car,0.517,269.0,297.0,116.0,70.0,left,57.9
406,1.0,25.0,16:52:18.500,2025-09-03T00:17:56.492667,,,,,,False,0.0,438.2,car,0.684,683.0,232.7,225.1,146.0,center,27.8
406,2.0,27.0,16:52:18.500,2025-09-03T00:17:56.492667,,,,,,False,0.0,438.2,car,0.726,128.6,277.6,258.6,95.4,left,42.5
406,3.0,3.0,16:52:18.500,2025-09-03T00:17:56.492667,,,,,,False,0.0,438.2,bus,0.507,413.5,205.0,164.9,164.4,center,52.6
406,4.0,26.0,16:52:18.500,2025-09-03T00:17:56.492667,,,,,,False,0.0,438.2,car,0.447,271.8,294.9,117.4,70.0,left,57.9
407,1.0,25.0,16:52:18.600,2025-09-03T00:17:57.229388,,,,,,False,0.0,464.9,car,0.731,694.2,228.0,270.5,176.8,center,22.9
407,2.0,27.0,16:52:18.600,2025-09-03T00:17:57.229388,,,,,,False,0.0,464.9,car,0.735,115.6,281.4,265.9,97.2,left,41.7
