frame_number,detection_id,tracking_id,manual_timestamp,wall_time_iso,overlay_time,overlay_date,overlay_gps,overlay_accel_g,overlay_gyro_deg_s,overlay_ok,overlay_conf,overlay_ms,class,confidence,bbox_x,bbox_y,bbox_w,bbox_h,position,distance_m
1432,,,16:54:01.100,2025-09-03T00:30:18.165757,,,,,,False,0.0,445.0,,,,,,,,
1433,,,16:54:01.200,2025-09-03T00:30:18.878760,,,,,,False,0.0,460.1,,,,,,,,
1434,,,16:54:01.300,2025-09-03T00:30:19.608005,,,,,,False,0.0,443.1,,,,,,,,
1435,,,16:54:01.400,2025-09-03T00:30:20.325076,,,,,,False,0.0,443.1,,,,,,,,
1436,,,16:54:01.500,2025-09-03T00:30:21.039889,,,,,,False,0.0,447.5,,,,,,,,
1437,,,16:54:01.600,2025-09-03T00:30:21.748650,,,,,,False,0.0,442.4,,,,,,,,
1438,,,16:54:01.700,2025-09-03T00:30:22.463756,,,,,,False,0.0,442.8,,,,,,,,
1439,,,16:54:01.800,2025-09-03T00:30:23.179236,,,,,,False,0.0,501.4,,,,,,,,
1440,,,16:54:01.900,2025-09-03T00:30:23.951487,,,,,,False,0.0,447.2,,,,,,,,
1441,,,16:54:02.000,2025-09-03T00:30:24.669986,,,,,,False,0.0,453.2,,,,,,,,
1442,,,16:54:02.100,2025-09-03T00:30:25.397872,,,,,,False,0.0,445.0,,,,,,,,
1443,,,16:54:02.200,2025-09-03T00:30:26.109967,,,,,,False,0.0,449.5,,,,,,,,
1444,,,16:54:02.300,2025-09-03T00:30:26.830822,,,,,,False,0.0,448.3,,,,,,,,
1445,,,16:54:02.400,2025-09-03T00:30:27.546127,,,,,,False,0.0,452.8,,,,,,,,
1446,,,16:54:02.500,2025-09-03T00:30:28.277923,,,,,,False,0.0,449.8,,,,,,,,
1447,,,16:54:02.600,2025-09-03T00:30:29.001066,,,,,,False,0.0,443.6,,,,,,,,
1448,,,16:54:02.700,2025-09-03T00:30:29.726429,,,,,,False,0.0,450.6,,,,,,,,
1449,,,16:54:02.800,2025-09-03T00:30:30.456740,,,,,,False,0.0,455.7,,,,,,,,
1450,,,16:54:02.900,2025-09-03T00:30:31.196527,,,,,,False,0.0,479.5,,,,,,,,
1451,,,16:54:03.000,2025-09-03T00:30:31.958342,,,,,,False,0.0,445.0,,,,,,,,
1452,,,16:54:03.100,2025-09-03T00:30:32.679737,,,,,,False,0.0,455.4,,,,,,,,
1453,,,16:54:03.200,2025-09-03T00:30:33.406284,,,,,,False,0.0,440.1,,,,,,,,
1454,,,16:54:03.300,2025-09-03T00:30:34.119930,,,,,,False,0.0,441.3,,,,,,,,
1455,,,16:54:03.400,2025-09-03T00:30:34.838912,,,,,,False,0.0,445.5,,,,,,,,
1456,,,16:54:03.500,2025-09-03T00:30:35.559493,,,,,,False,0.0,446.5,,,,,,,,
1457,,,16:54:03.600,2025-09-03T00:30:36.291914,,,,,,False,0.0,445.8,,,,,,,,
1458,,,16:54:03.700,2025-09-03T00:30:37.013946,,,,,,False,0.0,448.0,,,,,,,,
1459,,,16:54:03.800,2025-09-03T00:30:37.733617,,,,,,False,0.0,453.6,,,,,,,,
1460,1.0,81.0,16:54:03.900,2025-09-03T00:30:38.465019,,,,,,False,0.0,450.3,truck,0.645,695.0,241.0,116.0,110.0,center,86.0
1461,1.0,81.0,16:54:04.000,2025-09-03T00:30:39.195150,,,,,,False,0.0,443.6,truck,0.679,693.6,241.0,116.0,111.4,center,85.0
1462,1.0,81.0,16:54:04.100,2025-09-03T00:30:39.912100,,,,,,False,0.0,444.9,bus,0.636,696.0,234.0,118.8,119.5,center,72.4
1462,2.0,81.0,16:54:04.100,2025-09-03T00:30:39.912100,,,,,,False,0.0,444.9,truck,0.59,698.1,236.8,118.2,113.6,center,83.3
1463,1.0,81.0,16:54:04.200,2025-09-03T00:30:40.633633,,,,,,False,0.0,448.3,truck,0.576,705.0,242.5,117.4,112.5,center,84.1
1464,1.0,82.0,16:54:04.300,2025-09-03T00:30:41.368550,,,,,,False,0.0,445.5,car,0.64,513.0,300.0,61.0,41.0,center,98.9
1464,2.0,81.0,16:54:04.300,2025-09-03T00:30:41.368550,,,,,,False,0.0,445.5,truck,0.556,711.3,245.0,119.9,112.1,center,84.4
1464,3.0,81.0,16:54:04.300,2025-09-03T00:30:41.368550,,,,,,False,0.0,445.5,bus,0.501,708.3,242.2,125.6,118.3,center,73.1
1465,1.0,81.0,16:54:04.400,2025-09-03T00:30:42.088210,,,,,,False,0.0,444.5,bus,0.515,708.1,244.9,129.4,125.1,center,69.2
1465,2.0,82.0,16:54:04.400,2025-09-03T00:30:42.088210,,,,,,False,0.0,444.5,car,0.631,516.5,308.4,54.7,43.1,center,94.1
1465,3.0,81.0,16:54:04.400,2025-09-03T00:30:42.088210,,,,,,False,0.0,444.5,truck,0.544,711.5,241.5,124.9,132.7,center,71.3
1466,1.0,82.0,16:54:04.500,2025-09-03T00:30:42.812401,,,,,,False,0.0,524.8,car,0.631,519.6,306.0,56.3,41.6,center,97.4
1466,2.0,81.0,16:54:04.500,2025-09-03T00:30:42.812401,,,,,,False,0.0,524.8,bus,0.561,716.1,241.1,129.9,129.4,center,66.9
1466,3.0,81.0,16:54:04.500,2025-09-03T00:30:42.812401,,,,,,False,0.0,524.8,truck,0.559,718.1,239.6,127.9,133.3,center,71.0
1467,1.0,82.0,16:54:04.600,2025-09-03T00:30:43.608351,,,,,,False,0.0,449.8,car,0.635,519.9,304.6,57.5,41.2,center,98.5
1467,2.0,81.0,16:54:04.600,2025-09-03T00:30:43.608351,,,,,,False,0.0,449.8,bus,0.585,721.5,239.2,136.4,132.4,center,65.4
1467,3.0,81.0,16:54:04.600,2025-09-03T00:30:43.608351,,,,,,False,0.0,449.8,truck,0.561,721.9,237.7,138.9,133.5,center,70.9
1468,1.0,82.0,16:54:04.700,2025-09-03T00:30:44.337125,,,,,,False,0.0,445.5,car,0.642,517.2,303.5,59.9,41.1,center,98.8
1468,2.0,81.0,16:54:04.700,2025-09-03T00:30:44.337125,,,,,,False,0.0,445.5,truck,0.562,719.9,233.7,147.4,136.0,center,69.6
1468,3.0,81.0,16:54:04.700,2025-09-03T00:30:44.337125,,,,,,False,0.0,445.5,bus,0.549,717.9,235.3,152.0,134.6,center,64.3
1469,1.0,82.0,16:54:04.800,2025-09-03T00:30:45.054018,,,,,,False,0.0,445.0,car,0.649,516.4,301.7,60.0,41.7,center,97.2
1469,2.0,81.0,16:54:04.800,2025-09-03T00:30:45.054018,,,,,,False,0.0,445.0,bus,0.554,716.6,233.7,161.1,137.7,center,62.8
1469,3.0,81.0,16:54:04.800,2025-09-03T00:30:45.054018,,,,,,False,0.0,445.0,truck,0.548,717.6,232.5,161.7,139.3,center,67.9
1470,1.0,83.0,16:54:04.900,2025-09-03T00:30:45.785587,,,,,,False,0.0,451.2,car,0.655,405.0,307.0,53.0,43.0,center,94.3
1470,2.0,81.0,16:54:04.900,2025-09-03T00:30:45.785587,,,,,,False,0.0,451.2,truck,0.576,720.7,236.4,162.6,136.3,center,69.4
1470,3.0,82.0,16:54:04.900,2025-09-03T00:30:45.785587,,,,,,False,0.0,451.2,car,0.645,516.8,306.1,58.6,39.8,center,101.9
1471,1.0,82.0,16:54:05.000,2025-09-03T00:30:46.516313,,,,,,False,0.0,443.2,car,0.654,514.1,301.1,63.1,41.3,center,98.1
1471,2.0,81.0,16:54:05.000,2025-09-03T00:30:46.516313,,,,,,False,0.0,443.2,truck,0.591,729.3,231.2,165.7,139.6,center,67.8
1471,3.0,83.0,16:54:05.000,2025-09-03T00:30:46.516313,,,,,,False,0.0,443.2,car,0.649,405.0,304.2,53.7,43.0,center,94.3
1472,1.0,83.0,16:54:05.100,2025-09-03T00:30:47.234948,,,,,,False,0.0,447.0,car,0.67,402.9,299.2,55.3,45.1,center,89.9
1472,2.0,82.0,16:54:05.100,2025-09-03T00:30:47.234948,,,,,,False,0.0,447.0,car,0.656,515.4,296.8,62.3,42.5,center,95.4
1472,3.0,81.0,16:54:05.100,2025-09-03T00:30:47.234948,,,,,,False,0.0,447.0,truck,0.608,736.1,224.8,167.3,142.7,center,66.3
1473,1.0,81.0,16:54:05.200,2025-09-03T00:30:47.953417,,,,,,False,0.0,445.2,truck,0.631,734.6,210.9,184.6,149.9,center,63.1
1473,2.0,82.0,16:54:05.200,2025-09-03T00:30:47.953417,,,,,,False,0.0,445.2,car,0.639,516.5,287.2,62.1,45.0,center,90.2
1473,3.0,83.0,16:54:05.200,2025-09-03T00:30:47.953417,,,,,,False,0.0,445.2,car,0.645,400.9,288.5,56.5,44.3,center,91.5
1474,1.0,81.0,16:54:05.300,2025-09-03T00:30:48.682980,,,,,,False,0.0,444.7,truck,0.659,740.5,204.0,191.2,156.3,center,60.6
1474,2.0,82.0,16:54:05.300,2025-09-03T00:30:48.682980,,,,,,False,0.0,444.7,car,0.619,518.3,284.2,58.5,42.2,center,96.1
1474,3.0,83.0,16:54:05.300,2025-09-03T00:30:48.682980,,,,,,False,0.0,444.7,car,0.626,397.5,286.1,56.1,46.2,left,87.8
1475,1.0,81.0,16:54:05.400,2025-09-03T00:30:49.403578,,,,,,False,0.0,458.0,truck,0.67,741.5,197.0,195.3,161.7,center,58.5
1475,2.0,83.0,16:54:05.400,2025-09-03T00:30:49.403578,,,,,,False,0.0,458.0,car,0.605,385.2,281.8,59.5,48.2,left,84.2
1475,3.0,82.0,16:54:05.400,2025-09-03T00:30:49.403578,,,,,,False,0.0,458.0,car,0.581,508.3,280.6,61.0,43.5,center,93.3
1476,1.0,81.0,16:54:05.500,2025-09-03T00:30:50.144726,,,,,,False,0.0,452.4,truck,0.693,741.9,206.1,201.4,170.3,center,55.6
1476,2.0,83.0,16:54:05.500,2025-09-03T00:30:50.144726,,,,,,False,0.0,452.4,car,0.608,382.3,293.1,62.0,50.1,left,80.9
1477,1.0,81.0,16:54:05.600,2025-09-03T00:30:50.872021,,,,,,False,0.0,445.8,truck,0.714,749.7,213.0,213.7,170.8,right,55.4
1477,2.0,83.0,16:54:05.600,2025-09-03T00:30:50.872021,,,,,,False,0.0,445.8,car,0.606,379.3,300.0,65.5,50.7,left,79.9
1477,3.0,83.0,16:54:05.600,2025-09-03T00:30:50.872021,,,,,,False,0.0,445.8,car,0.56,337.8,306.3,101.5,48.8,left,83.1
1478,1.0,83.0,16:54:05.700,2025-09-03T00:30:51.601391,,,,,,False,0.0,443.4,car,0.6,362.4,312.4,76.0,54.5,left,74.4
1478,2.0,81.0,16:54:05.700,2025-09-03T00:30:51.601391,,,,,,False,0.0,443.4,truck,0.72,754.8,223.5,223.0,174.4,right,54.3
1479,1.0,83.0,16:54:05.800,2025-09-03T00:30:52.329350,,,,,,False,0.0,442.8,car,0.646,366.3,293.2,69.0,58.4,left,69.5
1479,2.0,81.0,16:54:05.800,2025-09-03T00:30:52.329350,,,,,,False,0.0,442.8,truck,0.738,761.9,198.0,231.4,185.3,right,51.1
1479,3.0,82.0,16:54:05.800,2025-09-03T00:30:52.329350,,,,,,False,0.0,442.8,car,0.566,502.5,284.4,55.4,42.4,center,95.6
1480,1.0,83.0,16:54:05.900,2025-09-03T00:30:53.055788,,,,,,False,0.0,449.9,car,0.661,365.4,283.3,66.9,56.7,left,71.5
1480,2.0,81.0,16:54:05.900,2025-09-03T00:30:53.055788,,,,,,False,0.0,449.9,truck,0.739,768.3,180.5,240.9,193.5,right,48.9
1480,3.0,82.0,16:54:05.900,2025-09-03T00:30:53.055788,,,,,,False,0.0,449.9,car,0.555,498.6,282.0,56.5,42.1,center,96.3
1481,1.0,81.0,16:54:06.000,2025-09-03T00:30:53.785259,,,,,,False,0.0,444.4,truck,0.736,770.2,164.0,259.2,199.4,right,47.5
1481,2.0,83.0,16:54:06.000,2025-09-03T00:30:53.785259,,,,,,False,0.0,444.4,car,0.66,362.3,270.5,69.1,56.9,left,71.3
1481,3.0,82.0,16:54:06.000,2025-09-03T00:30:53.785259,,,,,,False,0.0,444.4,car,0.558,496.8,271.5,55.5,39.2,center,103.4
1482,1.0,81.0,16:54:06.100,2025-09-03T00:30:54.515320,,,,,,False,0.0,446.2,truck,0.745,777.1,158.4,264.7,213.1,right,44.4
1482,2.0,83.0,16:54:06.100,2025-09-03T00:30:54.515320,,,,,,False,0.0,446.2,car,0.735,356.5,276.4,67.6,53.5,left,75.9
1482,3.0,82.0,16:54:06.100,2025-09-03T00:30:54.515320,,,,,,False,0.0,446.2,car,0.535,494.8,276.8,54.4,40.5,center,100.2
1483,1.0,81.0,16:54:06.200,2025-09-03T00:30:55.245806,,,,,,False,0.0,443.6,truck,0.765,788.9,163.0,279.6,219.3,right,43.1
1483,2.0,83.0,16:54:06.200,2025-09-03T00:30:55.245806,,,,,,False,0.0,443.6,car,0.738,352.6,283.8,69.3,58.7,left,69.0
1483,3.0,82.0,16:54:06.200,2025-09-03T00:30:55.245806,,,,,,False,0.0,443.6,car,0.555,495.0,286.7,52.0,38.7,center,104.7
1484,1.0,83.0,16:54:06.300,2025-09-03T00:30:55.967973,,,,,,False,0.0,442.8,car,0.732,349.4,293.0,69.8,60.3,left,67.2
1484,2.0,81.0,16:54:06.300,2025-09-03T00:30:55.967973,,,,,,False,0.0,442.8,truck,0.756,851.3,175.6,239.3,223.3,right,42.4
1484,3.0,82.0,16:54:06.300,2025-09-03T00:30:55.967973,,,,,,False,0.0,442.8,car,0.556,493.6,293.2,52.7,41.7,center,97.2
1485,1.0,83.0,16:54:06.400,2025-09-03T00:30:56.688170,,,,,,False,0.0,446.3,car,0.733,347.7,309.8,68.5,62.9,left,64.5
1485,2.0,81.0,16:54:06.400,2025-09-03T00:30:56.688170,,,,,,False,0.0,446.3,truck,0.758,829.4,191.3,295.8,226.6,right,41.8
1486,1.0,81.0,16:54:06.500,2025-09-03T00:30:57.420743,,,,,,False,0.0,440.4,truck,0.756,824.2,174.3,336.5,244.4,right,38.7
1486,2.0,83.0,16:54:06.500,2025-09-03T00:30:57.420743,,,,,,False,0.0,440.4,car,0.745,339.5,305.0,73.1,61.6,left,65.9
1487,1.0,83.0,16:54:06.600,2025-09-03T00:30:58.142820,,,,,,False,0.0,451.8,car,0.76,328.0,288.2,77.9,66.1,left,61.4
1487,2.0,81.0,16:54:06.600,2025-09-03T00:30:58.142820,,,,,,False,0.0,451.8,truck,0.743,853.5,162.2,331.3,256.7,right,36.9
1487,3.0,82.0,16:54:06.600,2025-09-03T00:30:58.142820,,,,,,False,0.0,451.8,car,0.555,483.4,288.2,52.9,41.9,center,96.8
1488,1.0,81.0,16:54:06.700,2025-09-03T00:30:58.876283,,,,,,False,0.0,441.1,truck,0.745,852.4,141.8,382.9,270.9,right,34.9
1488,2.0,83.0,16:54:06.700,2025-09-03T00:30:58.876283,,,,,,False,0.0,441.1,car,0.758,323.8,279.0,78.0,64.6,left,62.8
1488,3.0,82.0,16:54:06.700,2025-09-03T00:30:58.876283,,,,,,False,0.0,441.1,car,0.549,478.2,280.3,53.7,42.0,center,96.6
1489,1.0,83.0,16:54:06.800,2025-09-03T00:30:59.604743,,,,,,False,0.0,444.6,car,0.77,312.7,278.3,84.3,66.3,left,61.2
1489,2.0,81.0,16:54:06.800,2025-09-03T00:30:59.604743,,,,,,False,0.0,444.6,truck,0.754,863.3,137.7,399.8,276.6,right,34.2
1489,3.0,82.0,16:54:06.800,2025-09-03T00:30:59.604743,,,,,,False,0.0,444.6,car,0.586,475.3,282.2,51.1,38.5,center,105.4
1490,1.0,81.0,16:54:06.900,2025-09-03T00:31:00.335706,,,,,,False,0.0,447.7,truck,0.743,903.0,129.5,371.9,283.9,right,33.3
1490,2.0,83.0,16:54:06.900,2025-09-03T00:31:00.335706,,,,,,False,0.0,447.7,car,0.739,308.0,269.7,82.0,72.4,left,56.0
1490,3.0,82.0,16:54:06.900,2025-09-03T00:31:00.335706,,,,,,False,0.0,447.7,car,0.594,473.7,278.6,51.7,39.5,center,102.6
1490,4.0,84.0,16:54:06.900,2025-09-03T00:31:00.335706,,,,,,False,0.0,447.7,car,0.527,160.0,282.0,127.0,70.0,left,57.9
1490,5.0,84.0,16:54:06.900,2025-09-03T00:31:00.335706,,,,,,False,0.0,447.7,car,0.489,132.0,290.4,99.0,55.3,left,73.3
1490,6.0,84.0,16:54:06.900,2025-09-03T00:31:00.335706,,,,,,False,0.0,447.7,car,0.464,186.6,283.1,101.8,64.9,left,62.5
1491,1.0,83.0,16:54:07.000,2025-09-03T00:31:01.073954,,,,,,False,0.0,439.3,car,0.733,302.4,262.9,83.4,74.9,left,54.1
1491,2.0,81.0,16:54:07.000,2025-09-03T00:31:01.073954,,,,,,False,0.0,439.3,truck,0.733,914.9,117.3,362.9,299.4,right,31.6
1491,3.0,84.0,16:54:07.000,2025-09-03T00:31:01.073954,,,,,,False,0.0,439.3,car,0.493,184.1,279.5,104.7,61.5,left,66.0
1491,4.0,82.0,16:54:07.000,2025-09-03T00:31:01.073954,,,,,,False,0.0,439.3,car,0.591,472.5,270.5,51.9,44.8,center,90.6
1491,5.0,84.0,16:54:07.000,2025-09-03T00:31:01.073954,,,,,,False,0.0,439.3,car,0.498,131.5,283.4,96.5,53.4,left,75.9
1492,1.0,81.0,16:54:07.100,2025-09-03T00:31:01.795426,,,,,,False,0.0,447.0,truck,0.745,914.3,86.3,363.7,329.2,right,28.7
1492,2.0,83.0,16:54:07.100,2025-09-03T00:31:01.795426,,,,,,False,0.0,447.0,car,0.727,295.1,260.9,90.8,76.4,left,53.1
1492,3.0,84.0,16:54:07.100,2025-09-03T00:31:01.795426,,,,,,False,0.0,447.0,car,0.507,143.1,276.8,129.1,66.4,left,61.1
1492,4.0,82.0,16:54:07.100,2025-09-03T00:31:01.795426,,,,,,False,0.0,447.0,car,0.576,472.9,267.3,48.5,45.6,center,88.9
1492,5.0,84.0,16:54:07.100,2025-09-03T00:31:01.795426,,,,,,False,0.0,447.0,car,0.483,109.4,279.0,101.7,57.0,left,71.1
1493,1.0,81.0,16:54:07.200,2025-09-03T00:31:02.528192,,,,,,False,0.0,446.6,truck,0.739,925.3,69.3,352.0,350.8,right,27.0
1493,2.0,83.0,16:54:07.200,2025-09-03T00:31:02.528192,,,,,,False,0.0,446.6,car,0.723,286.6,259.6,95.1,76.8,left,52.8
1493,3.0,82.0,16:54:07.200,2025-09-03T00:31:02.528192,,,,,,False,0.0,446.6,car,0.586,472.3,265.0,49.5,45.2,center,89.8
1493,4.0,84.0,16:54:07.200,2025-09-03T00:31:02.528192,,,,,,False,0.0,446.6,car,0.503,120.3,274.8,145.3,71.7,left,56.6
1493,5.0,84.0,16:54:07.200,2025-09-03T00:31:02.528192,,,,,,False,0.0,446.6,car,0.469,94.9,279.1,105.9,56.5,left,71.8
1494,1.0,83.0,16:54:07.300,2025-09-03T00:31:03.253501,,,,,,False,0.0,441.2,car,0.727,284.8,260.6,97.8,78.3,left,51.8
1494,2.0,81.0,16:54:07.300,2025-09-03T00:31:03.253501,,,,,,False,0.0,441.2,truck,0.74,946.1,39.0,333.1,395.0,right,24.0
1494,3.0,82.0,16:54:07.300,2025-09-03T00:31:03.253501,,,,,,False,0.0,441.2,car,0.579,472.1,265.7,51.3,45.8,center,88.6
1494,4.0,84.0,16:54:07.300,2025-09-03T00:31:03.253501,,,,,,False,0.0,441.2,car,0.484,126.5,273.4,133.3,75.1,left,54.0
1495,1.0,83.0,16:54:07.400,2025-09-03T00:31:03.976014,,,,,,False,0.0,465.3,car,0.773,279.3,270.7,100.1,80.2,left,50.6
1495,2.0,84.0,16:54:07.400,2025-09-03T00:31:03.976014,,,,,,False,0.0,465.3,car,0.497,83.4,277.3,181.4,88.3,left,45.9
1495,3.0,81.0,16:54:07.400,2025-09-03T00:31:03.976014,,,,,,False,0.0,465.3,truck,0.723,970.5,34.8,308.5,402.0,right,23.5
1495,4.0,82.0,16:54:07.400,2025-09-03T00:31:03.976014,,,,,,False,0.0,465.3,car,0.577,471.3,273.6,50.4,44.5,center,91.1
1495,5.0,84.0,16:54:07.400,2025-09-03T00:31:03.976014,,,,,,False,0.0,465.3,car,0.493,179.7,276.4,98.5,84.6,left,47.9
1496,1.0,83.0,16:54:07.500,2025-09-03T00:31:04.725306,,,,,,False,0.0,445.0,car,0.787,273.5,272.3,103.5,84.3,left,48.1
1496,2.0,84.0,16:54:07.500,2025-09-03T00:31:04.725306,,,,,,False,0.0,445.0,car,0.528,116.2,280.3,153.5,91.2,left,44.5
1496,3.0,81.0,16:54:07.500,2025-09-03T00:31:04.725306,,,,,,False,0.0,445.0,truck,0.71,994.7,59.4,283.0,379.6,right,24.9
1496,4.0,82.0,16:54:07.500,2025-09-03T00:31:04.725306,,,,,,False,0.0,445.0,car,0.564,472.5,276.0,49.4,43.5,center,93.3
1497,1.0,83.0,16:54:07.600,2025-09-03T00:31:05.449673,,,,,,False,0.0,444.5,car,0.794,264.8,270.7,109.5,88.3,left,45.9
1497,2.0,84.0,16:54:07.600,2025-09-03T00:31:05.449673,,,,,,False,0.0,444.5,car,0.593,93.7,281.5,169.2,96.7,left,42.0
1497,3.0,81.0,16:54:07.600,2025-09-03T00:31:05.449673,,,,,,False,0.0,444.5,truck,0.692,1026.4,57.0,250.8,390.4,right,24.2
1497,4.0,82.0,16:54:07.600,2025-09-03T00:31:05.449673,,,,,,False,0.0,444.5,car,0.568,471.4,277.4,50.5,42.4,center,95.6
1498,1.0,83.0,16:54:07.700,2025-09-03T00:31:06.174807,,,,,,False,0.0,442.9,car,0.803,259.3,261.8,107.7,85.3,left,47.6
1498,2.0,84.0,16:54:07.700,2025-09-03T00:31:06.174807,,,,,,False,0.0,442.9,car,0.628,65.9,274.1,191.5,96.9,left,41.9
1498,3.0,82.0,16:54:07.700,2025-09-03T00:31:06.174807,,,,,,False,0.0,442.9,car,0.549,471.1,267.3,49.5,42.8,center,94.7
1498,4.0,81.0,16:54:07.700,2025-09-03T00:31:06.174807,,,,,,False,0.0,442.9,truck,0.638,1049.9,80.8,227.8,359.3,right,26.3
1499,1.0,83.0,16:54:07.800,2025-09-03T00:31:06.896079,,,,,,False,0.0,451.3,car,0.772,251.4,254.2,110.0,86.5,left,46.9
1499,2.0,84.0,16:54:07.800,2025-09-03T00:31:06.896079,,,,,,False,0.0,451.3,car,0.612,49.2,270.5,200.2,95.6,left,42.4
1499,3.0,81.0,16:54:07.800,2025-09-03T00:31:06.896079,,,,,,False,0.0,451.3,truck,0.593,1094.8,91.4,183.9,352.1,right,26.9
1499,4.0,82.0,16:54:07.800,2025-09-03T00:31:06.896079,,,,,,False,0.0,451.3,car,0.525,468.9,260.8,49.8,40.8,center,99.3
1500,1.0,84.0,16:54:07.900,2025-09-03T00:31:07.628237,,,,,,False,0.0,450.1,car,0.692,16.9,271.6,224.6,102.2,left,39.7
1500,2.0,83.0,16:54:07.900,2025-09-03T00:31:07.628237,,,,,,False,0.0,450.1,car,0.742,236.4,256.2,121.2,91.7,left,44.2
1500,3.0,82.0,16:54:07.900,2025-09-03T00:31:07.628237,,,,,,False,0.0,450.1,car,0.501,468.3,263.0,50.7,42.4,center,95.8
1501,1.0,84.0,16:54:08.000,2025-09-03T00:31:08.355805,,,,,,False,0.0,443.9,car,0.722,8.6,271.9,216.5,109.1,left,37.2
1501,2.0,83.0,16:54:08.000,2025-09-03T00:31:08.355805,,,,,,False,0.0,443.9,car,0.737,224.2,263.1,126.0,93.3,left,43.5
1502,1.0,84.0,16:54:08.100,2025-09-03T00:31:09.077863,,,,,,False,0.0,444.0,car,0.74,2.6,273.4,209.1,109.0,left,37.2
1502,2.0,83.0,16:54:08.100,2025-09-03T00:31:09.077863,,,,,,False,0.0,444.0,car,0.739,217.1,266.5,128.1,94.5,left,42.9
1503,1.0,84.0,16:54:08.200,2025-09-03T00:31:09.793611,,,,,,False,0.0,445.0,car,0.752,0.8,271.7,203.4,110.4,left,36.7
1503,2.0,83.0,16:54:08.200,2025-09-03T00:31:09.793611,,,,,,False,0.0,445.0,car,0.73,207.2,267.6,130.1,92.0,left,44.1
1504,1.0,84.0,16:54:08.300,2025-09-03T00:31:10.522061,,,,,,False,0.0,431.0,car,0.801,0.2,273.3,182.8,117.1,left,34.6
1504,2.0,83.0,16:54:08.300,2025-09-03T00:31:10.522061,,,,,,False,0.0,431.0,car,0.743,189.6,270.7,141.9,99.0,left,41.0
1505,1.0,84.0,16:54:08.400,2025-09-03T00:31:11.229244,,,,,,False,0.0,442.7,car,0.828,0.1,273.1,173.1,125.4,left,32.3
1505,2.0,83.0,16:54:08.400,2025-09-03T00:31:11.229244,,,,,,False,0.0,442.7,car,0.773,180.8,273.0,146.9,103.2,left,39.3
1506,1.0,84.0,16:54:08.500,2025-09-03T00:31:11.951857,,,,,,False,0.0,471.7,car,0.827,0.0,277.9,154.8,130.0,left,31.2
1506,2.0,83.0,16:54:08.500,2025-09-03T00:31:11.951857,,,,,,False,0.0,471.7,car,0.778,173.2,275.8,151.9,105.2,left,38.6
1507,1.0,83.0,16:54:08.600,2025-09-03T00:31:12.699787,,,,,,False,0.0,444.9,car,0.784,161.2,279.4,156.9,114.1,left,35.5
1507,2.0,84.0,16:54:08.600,2025-09-03T00:31:12.699787,,,,,,False,0.0,444.9,car,0.826,0.0,280.1,135.4,137.0,left,29.6
1507,3.0,84.0,16:54:08.600,2025-09-03T00:31:12.699787,,,,,,False,0.0,444.9,car,0.754,0.0,280.7,244.3,132.8,left,30.5
1508,1.0,84.0,16:54:08.700,2025-09-03T00:31:13.427879,,,,,,False,0.0,444.2,car,0.759,0.0,285.8,153.8,149.0,left,27.2
1508,2.0,83.0,16:54:08.700,2025-09-03T00:31:13.427879,,,,,,False,0.0,444.2,car,0.794,150.6,283.3,158.4,121.7,left,33.3
1509,1.0,84.0,16:54:08.800,2025-09-03T00:31:14.151323,,,,,,False,0.0,491.2,car,0.753,0.7,272.6,112.6,138.5,left,29.3
1509,2.0,83.0,16:54:08.800,2025-09-03T00:31:14.151323,,,,,,False,0.0,491.2,car,0.762,132.7,276.1,167.9,105.8,left,38.3
1510,1.0,83.0,16:54:08.900,2025-09-03T00:31:14.921990,,,,,,False,0.0,443.3,car,0.682,110.5,276.7,178.5,95.4,left,42.5
1510,2.0,83.0,16:54:08.900,2025-09-03T00:31:14.921990,,,,,,False,0.0,443.3,truck,0.59,103.1,272.0,182.3,96.5,left,98.0
1511,,,16:54:09.000,2025-09-03T00:31:15.660591,,,,,,False,0.0,455.8,,,,,,,,
1512,1.0,83.0,16:54:09.100,2025-09-03T00:31:16.392018,,,,,,False,0.0,455.2,truck,0.529,75.0,272.7,208.7,106.7,left,88.7
1513,1.0,83.0,16:54:09.200,2025-09-03T00:31:17.131706,,,,,,False,0.0,452.3,car,0.456,56.8,276.4,213.1,109.0,left,37.2
1514,1.0,83.0,16:54:09.300,2025-09-03T00:31:17.855448,,,,,,False,0.0,445.3,car,0.491,37.3,271.9,238.9,132.8,left,30.5
1515,1.0,83.0,16:54:09.400,2025-09-03T00:31:18.569935,,,,,,False,0.0,449.5,car,0.542,20.3,272.7,246.7,148.3,left,27.3
1516,1.0,85.0,16:54:09.500,2025-09-03T00:31:19.302052,,,,,,False,0.0,416.3,bus,0.75,674.0,220.0,118.0,136.0,center,63.6
1516,2.0,83.0,16:54:09.500,2025-09-03T00:31:19.302052,,,,,,False,0.0,416.3,car,0.589,6.8,274.3,256.0,141.1,left,28.7
1517,1.0,85.0,16:54:09.600,2025-09-03T00:31:19.990672,,,,,,False,0.0,443.9,bus,0.731,681.0,214.4,125.7,142.3,center,60.8
1517,2.0,83.0,16:54:09.600,2025-09-03T00:31:19.990672,,,,,,False,0.0,443.9,car,0.622,2.0,273.4,254.6,132.6,left,30.6
